EnsemblID	Chr	Start	End	Band	Symbol	isHK	isTF	isExtreme	LFC	P.val
ENSG00000089693	12	6747996	6767475	p13.31	MLF2	1	0	0	0.337476334938468	3.91419085478717e-22
ENSG00000089818	12	8076939	8097859	p13.31	NECAP1	1	0	0	0.241639084474105	5.31143287117339e-10
ENSG00000089876	10	125836337	125896436	q26.2	DHX32	1	0	0	0.356689485979548	4.61440752260674e-10
ENSG00000089902	14	102592661	102730576	q32.31	RCOR1	0	0	0	0.462177692282704	1.49364155052034e-30
ENSG00000090316	4	1289851	1340147	p16.3	MAEA	1	0	1	0.149032558343737	7.8152147297507e-07
ENSG00000090372	19	46719507	46746994	q13.32	STRN4	0	0	0	0.251827795253383	1.18521090212109e-19
ENSG00000090470	15	65117379	65133836	q22.31	PDCD7	0	0	0	-0.440275746106735	2.29518128766397e-42
ENSG00000090539	3	184380073	184390736	q27.1	CHRD	0	0	0	0.906239866275738	1.09191519132225e-23
ENSG00000090615	12	132768909	132828858	q24.33	GOLGA3	1	0	1	0.261274575821854	1.18787278537708e-16
ENSG00000090686	1	21678298	21783606	p36.12	USP48	0	0	0	0.128812767088115	4.79382807204963e-05
ENSG00000090889	X	70290090	70420832	q13.1	KIF4A	0	0	0	3.15468535501782	1.79721903020639e-301
ENSG00000090989	4	55853616	55905034	q12	EXOC1	1	0	0	-0.0841826495722857	0.0184852958562131
ENSG00000091009	5	146203600	146289132	q32	RBM27	1	0	0	0.346702640900701	7.72146826419234e-29
ENSG00000091140	7	107890970	107931730	q31.1	DLD	1	0	0	-0.355479381462227	2.72846937881513e-21
ENSG00000091157	18	56651343	57036606	q21.31	WDR7	0	0	0	0.380533652170368	1.38616536744441e-19
ENSG00000091164	18	56597208	56651600	q21.31	TXNL1	1	0	0	0.328490486326083	4.14403172685589e-15
ENSG00000091483	1	241497603	241519761	q43	FH	1	0	0	0.359597782877555	7.03128700911158e-16
ENSG00000091542	17	18183078	18209954	p11.2	ALKBH5	1	0	0	0.0498774770851861	0.155800827858283
ENSG00000091640	17	4959226	4967872	p13.2	SPAG7	1	0	0	-0.206474940819281	4.01080529033705e-09
ENSG00000091651	16	46689643	46698394	q11.2	ORC6	0	0	0	0.839695361630668	2.52269677927185e-45
ENSG00000091732	7	130018286	130051451	q32.2	ZC3HC1	0	0	0	0.00564506772438476	0.861013715675951
ENSG00000092098	14	24146683	24160661	q12	RNF31	1	0	0	0.0172841632915057	0.603191671527488
ENSG00000092148	14	31100112	31207804	q12	HECTD1	0	0	0	-0.0476264687258331	0.217322126499728
ENSG00000092201	14	21351472	21384266	q11.2	SUPT16H	0	0	0	0.195377520237981	3.46416131507107e-08
ENSG00000092203	14	21476597	21499175	q11.2	TOX4	1	0	0	0.149727956524602	9.49938755995791e-07
ENSG00000092330	14	24239643	24242674	q12	TINF2	1	0	0	-0.123371693663536	4.01727527390442e-05
ENSG00000092439	15	50552473	50686815	q21.2	TRPM7	0	0	0	0.100293798324724	0.00660252774017585
ENSG00000092531	15	42491233	42545356	q15.1	SNAP23	1	0	0	0.265711479035767	1.57159947244827e-15
ENSG00000092820	6	158765741	158819412	q25.3	EZR	0	0	0	1.3085888073517	2.2245342369441e-118
ENSG00000093000	22	45163841	45188015	q13.31	NUP50	0	0	0	0.151223933317325	1.96289444252833e-06
ENSG00000093009	22	19479459	19520612	q11.21	CDC45	0	0	0	1.53895493939006	2.03991202331385e-134
ENSG00000093183	3	42547969	42601080	p22.1	SEC22C	1	0	0	-0.0124414584401858	0.715625216237823
ENSG00000095139	11	118572390	118603033	q23.3	ARCN1	1	0	0	0.0730035891281904	0.0364072220424068
ENSG00000095574	10	122990806	123008817	q26.13	IKZF5	1	1	0	-0.156000988047146	0.000450281976706524
ENSG00000095787	10	28532493	28623112	p12.1	WAC	1	0	0	-0.0902294487080685	0.0178574732477335
ENSG00000095906	16	1782901	1789191	p13.3	NUBP2	1	0	1	0.555364914359966	1.65575741966298e-66
ENSG00000095970	6	41158506	41163186	p21.1	TREM2	0	0	0	0.757882436490178	6.21474665814546e-42
ENSG00000096080	6	43671303	43687791	p21.1	MRPS18A	1	0	0	0.106523015709911	0.000712419874389569
ENSG00000096401	6	44387525	44450426	p21.1	CDC5L	1	1	0	0.0596083832090703	0.110942790068529
ENSG00000096717	10	67884669	67918390	q21.3	SIRT1	0	0	0	-0.25974518588975	5.69551468944208e-11
ENSG00000096872	9	26947039	27062930	p21.2	IFT74	0	0	0	0.742414314862542	8.46071720562146e-34
ENSG00000099219	9	5765076	5833117	p24.1	ERMP1	0	0	0	1.62804294390449	2.48058661748174e-74
ENSG00000099326	19	58561931	58573575	q13.43	MZF1	1	1	1	0.321531586299069	5.67270722824769e-15
ENSG00000099341	19	38374536	38383824	q13.2	PSMD8	1	0	0	0.123453520808157	0.000555800159826646
ENSG00000099381	16	30957294	30984664	p11.2	SETD1A	0	0	0	0.124882732021711	3.15090072062834e-07
ENSG00000099622	19	1259384	1274880	p13.3	CIRBP	0	0	1	-0.151201327055739	8.01055656136378e-06
ENSG00000099800	19	2425624	2427894	p13.3	TIMM13	1	0	1	0.381912291134493	1.7113941900529e-27
ENSG00000099804	19	531712	542092	p13.3	CDC34	0	0	1	-0.0511973441802615	0.122359594111899
ENSG00000099817	19	1086579	1095380	p13.3	POLR2E	1	0	1	-0.313126155001097	1.02851860706282e-23
ENSG00000099821	19	617224	633604	p13.3	POLRMT	0	0	1	0.11195439703568	9.00043526447654e-05
ENSG00000099849	11	560404	564021	p15.5	RASSF7	0	0	1	1.1181132654389	1.32429318374822e-94
ENSG00000099875	19	2037465	2051244	p13.3	MKNK2	0	0	1	0.0319985471206764	0.434606116208773
ENSG00000099899	22	20111866	20117392	q11.21	TRMT2A	1	0	0	-0.125532744366044	0.000156716681193236
ENSG00000099901	22	20115938	20127357	q11.21	RANBP1	1	0	0	0.0380354994834947	0.229793118268152
ENSG00000099910	22	20441519	20495883	q11.21	KLHL22	0	0	0	0.189364761324344	6.46614848118689e-08
ENSG00000099917	22	20495913	20587632	q11.21	MED15	0	0	0	0.14307209388579	3.69216005873954e-06
ENSG00000099940	22	20858983	20891218	q11.21	SNAP29	1	0	0	0.378141633504862	6.40438667938207e-31
ENSG00000099942	22	20917426	20953749	q11.21	CRKL	1	0	0	-0.0514770046504215	0.113799732479399
ENSG00000099949	22	20982013	20999038	q11.21	LZTR1	1	0	0	-0.213196756470928	3.76999121342395e-10
ENSG00000099956	22	23786931	23838008	q11.23	SMARCB1	1	0	0	0.266560818501172	8.53517647849576e-18
ENSG00000099958	22	23834503	23839128	q11.23	DERL3	0	0	0	0.0678535483291102	0.44621053323975
ENSG00000099968	22	17628855	17730855	q11.21	BCL2L13	1	0	0	-0.00351641419183857	0.918467909586653
ENSG00000099991	22	24011192	24178628	q11.23	CABIN1	0	0	0	0.513906869746796	2.46320228697924e-56
ENSG00000100023	22	21666009	21700015	q11.21	PPIL2	0	0	0	0.326531983430205	1.17040960371139e-23
ENSG00000100028	22	24555503	24609980	q11.23	SNRPD3	1	0	0	0.376203005820484	3.86356705951411e-30
ENSG00000100029	22	30576625	30607083	q12.2	PES1	1	0	0	0.168858635335733	6.27234663639147e-08
ENSG00000100030	22	21754500	21867680	q11.22	MAPK1	1	0	0	0.0295920984410599	0.323761801049241
ENSG00000100056	22	19130279	19144684	q11.21	ESS2	0	0	0	-0.103455945679854	0.000426682528100697
ENSG00000100075	22	19175575	19178830	q11.21	SLC25A1	0	0	0	-0.486043676084336	9.59017876042964e-29
ENSG00000100083	22	37608475	37633564	q13.1	GGA1	0	0	0	0.215580656475001	1.74173510943731e-15
ENSG00000100084	22	19330698	19447450	q11.21	HIRA	0	0	0	-0.0344182225111175	0.31485607313302
ENSG00000100099	22	26443423	26483837	q12.1	HPS4	0	0	0	-0.125955818208663	0.000183299220585092
ENSG00000100104	22	26483877	26494658	q12.1	SRRD	1	0	0	-0.18082478448164	4.56022490447115e-07
ENSG00000100105	22	31325804	31346232	q12.2	PATZ1	1	1	0	0.589527969541001	2.20142551518022e-53
ENSG00000100109	22	26491225	26512505	q12.1	TFIP11	1	0	0	0.0175510775729496	0.597610006453427
ENSG00000100124	22	37830855	37849327	q13.1	ANKRD54	0	0	0	0.166762948352133	6.75954180581137e-09
ENSG00000100138	22	41673930	41690504	q13.2	SNU13	0	0	0	-0.0481849784246996	0.0763851268765099
ENSG00000100150	22	31753867	31908033	q12.2	DEPDC5	0	0	0	0.346136711772805	2.21124427201218e-26
ENSG00000100151	22	38056311	38075701	q13.1	PICK1	1	0	0	-0.0155628470834692	0.657976876861592
ENSG00000100196	22	38468062	38483447	q13.1	KDELR3	0	0	0	0.660116083776676	6.78189766136678e-25
ENSG00000100207	22	42160013	42343616	q13.2	TCF20	1	1	0	0.275926824223996	5.40898023165179e-16
ENSG00000100209	22	28742031	28757515	q12.1	HSCB	1	0	0	-0.0556074091925497	0.0925981100499789
ENSG00000100211	22	38656636	38673854	q13.1	CBY1	0	0	0	-0.145093722743087	5.56796305342149e-06
ENSG00000100216	22	38681948	38685421	q13.1	TOMM22	1	0	0	-0.0825937370397134	0.00190177156386945
ENSG00000100220	22	32387582	32412255	q12.3	RTCB	0	0	0	0.0276441120528476	0.346655774416833
ENSG00000100221	22	38685543	38701556	q13.1	JOSD1	0	0	0	-0.467529293814417	1.99074349939622e-65
ENSG00000100225	22	32474676	32498829	q12.3	FBXO7	1	0	0	-0.313429359098939	5.92418166196915e-19
ENSG00000100226	22	38705723	38738299	q13.1	GTPBP1	0	0	0	-0.0786951161017783	0.00496865899217554
ENSG00000100227	22	42583721	42614962	q13.2	POLDIP3	1	0	0	-0.243130981968707	3.12905030855896e-19
ENSG00000100239	22	50343304	50445090	q13.33	PPP6R2	1	0	1	0.278161256775543	5.14467529873819e-14
ENSG00000100241	22	50445000	50475024	q13.33	SBF1	0	0	1	-0.564853263400253	1.79848080688321e-43
ENSG00000100246	22	38778508	38794198	q13.1	DNAL4	0	0	0	0.411955704440161	1.68390634585878e-33
ENSG00000100258	22	50502949	50507691	q13.33	LMF2	1	0	1	-0.197040295820192	5.67809645222751e-09
ENSG00000100271	22	43039644	43089428	q13.2	TTLL1	0	0	0	0.292569258610034	1.65316723260825e-17
ENSG00000100281	22	35257452	35295807	q12.3	HMGXB4	1	0	0	0.222616433978342	4.81220328661338e-11
ENSG00000100294	22	43132206	43143394	q13.2	MCAT	1	0	0	0.188419945825543	2.40089884668769e-09
ENSG00000100296	22	29505879	29555216	q12.2	THOC5	1	0	0	-0.287244419976211	2.16662008483954e-18
ENSG00000100319	22	29730956	29767011	q12.2	ZMAT5	1	0	0	0.269050024006698	4.90681817516464e-16
ENSG00000100324	22	39399741	39437060	q13.1	TAB1	1	0	0	-0.0320283910678832	0.240767802708977
ENSG00000100325	22	29788608	29838304	q12.2	ASCC2	0	0	0	0.0451844348730521	0.11394791471483
ENSG00000100330	22	29883155	30030866	q12.2	MTMR3	1	0	0	-0.307451823643909	7.66052703088393e-11
ENSG00000100335	22	39499432	39518132	q13.1	MIEF1	0	0	0	-0.41531289870727	4.53374106763976e-51
ENSG00000100342	22	36253010	36267530	q12.3	APOL1	0	0	0	0.00936394644292594	0.845833928556162
ENSG00000100348	22	36467036	36482030	q12.3	TXN2	1	0	0	-0.32119799157481	6.59160576347826e-30
ENSG00000100353	22	36510850	36529436	q12.3	EIF3D	1	0	0	-0.588322801971655	8.18092870576794e-82
ENSG00000100359	22	40370591	40410289	q13.1	SGSM3	1	0	0	0.167075232642543	5.76284591033335e-07
ENSG00000100372	22	40769630	40819399	q13.2	SLC25A17	0	0	0	0.55725733313106	2.55982527075522e-41
ENSG00000100380	22	40824535	40857022	q13.2	ST13	0	0	0	-0.749687877244398	1.99975940786415e-61
ENSG00000100387	22	40951347	40973309	q13.2	RBX1	1	0	0	0.324453169337096	3.21721156126734e-23
ENSG00000100393	22	41091786	41180079	q13.2	EP300	0	0	0	0.0645590406428717	0.0185527204885424
ENSG00000100395	22	41205205	41231271	q13.2	L3MBTL2	1	0	0	0.0661157617586313	0.018681511632436
ENSG00000100401	22	41245611	41286251	q13.2	RANGAP1	1	0	0	0.578723873552987	1.54537309577951e-54
ENSG00000100403	22	41301522	41360147	q13.2	ZC3H7B	1	0	0	-0.294660096125274	3.18239960045773e-21
ENSG00000100410	22	41459717	41468725	q13.2	PHF5A	1	0	0	-0.21741384760611	9.09907376037958e-16
ENSG00000100412	22	41469125	41528989	q13.2	ACO2	0	0	0	-0.0833612232400991	0.00680855270736279
ENSG00000100413	22	41525804	41544606	q13.2	POLR3H	0	0	0	-0.11162095907154	0.000570717135974372
ENSG00000100416	22	46330875	46357340	q13.31	TRMU	0	0	0	0.0627346150973647	0.0716210805172565
ENSG00000100417	22	41576894	41589890	q13.2	PMM1	0	0	0	-0.347638344658336	2.91459353452061e-22
ENSG00000100418	22	41598028	41621096	q13.2	DESI1	1	0	0	-0.298843089252062	2.36842551815108e-24
ENSG00000100425	22	49773283	49827512	q13.33	BRD1	0	0	1	-0.166924028380277	6.30542035989578e-07
ENSG00000100426	22	49853842	49890078	q13.33	ZBED4	1	1	1	0.364187988015359	1.8432677304039e-23
ENSG00000100429	22	50245183	50251405	q13.33	HDAC10	0	0	1	-0.0555579334310886	0.140692306718616
ENSG00000100448	14	24573522	24576260	q12	CTSG	0	0	0	-2.03923567050182	5.14463675787776e-53
ENSG00000100461	14	22893206	22919184	q11.2	RBM23	1	0	0	0.0624087425308136	0.0360839018666742
ENSG00000100462	14	22920511	22929585	q11.2	PRMT5	1	0	0	0.00151759202913276	0.965706565581866
ENSG00000100483	14	50108632	50116600	q21.3	VCPKMT	0	0	0	-0.183789740706256	9.62026287478064e-05
ENSG00000100485	14	50117120	50231558	q21.3	SOS2	0	0	0	-0.19133113968088	2.53882113337802e-06
ENSG00000100519	14	52707172	52728587	q22.1	PSMC6	1	0	0	0.234145305606989	1.03485536284233e-10
ENSG00000100526	14	54396849	54420218	q22.2	CDKN3	0	0	0	1.69814909502256	1.69438090455082e-147
ENSG00000100532	14	54509812	54539309	q22.2	CGRRF1	0	0	0	-0.046775882906249	0.185821990798147
ENSG00000100554	14	67294371	67360265	q23.3	ATP6V1D	1	0	0	0.666231255642714	3.43429749399129e-58
ENSG00000100567	14	58244831	58272012	q23.1	PSMA3	1	0	0	0.222482230256958	6.13067116952498e-11
ENSG00000100575	14	58408494	58427614	q23.1	TIMM9	1	0	0	-0.18953140243122	3.12144663493384e-08
ENSG00000100577	14	77320884	77331597	q24.3	GSTZ1	0	0	0	0.236884023130136	3.79022423178291e-07
ENSG00000100580	14	77335021	77377109	q24.3	TMED8	0	0	0	0.456102245993589	3.6781830657011e-29
ENSG00000100591	14	77457870	77469474	q24.3	AHSA1	1	0	0	0.114509576035674	0.000417697346671568
ENSG00000100601	14	77672404	77708020	q24.3	ALKBH1	1	0	0	0.460129101913392	2.02512706465384e-27
ENSG00000100603	14	77717599	77761207	q24.3	SNW1	1	0	0	0.150230628633192	1.88921511369608e-07
ENSG00000100614	14	60245752	60299087	q23.1	PPM1A	1	0	0	0.113062397718782	0.00344403297017289
ENSG00000100625	14	60709528	60724348	q23.1	SIX4	0	1	0	1.62242725196557	1.83039640771083e-79
ENSG00000100632	14	69380123	69398627	q24.1	ERH	1	0	0	0.605885214476349	9.47557437460445e-64
ENSG00000100714	14	64388031	64463457	q23.3	MTHFD1	0	0	0	-0.315103527899947	2.20787507469141e-15
ENSG00000100722	14	88562909	88627596	q31.3	ZC3H14	0	0	0	0.114505104757886	0.000565174249426368
ENSG00000100731	14	70907405	71115382	q24.2	PCNX1	0	0	0	-0.879551026801515	4.58973919360491e-95
ENSG00000100796	14	91457611	91510554	q32.12	PPP4R3A	0	0	0	0.169898830734945	4.67874650013891e-08
ENSG00000100804	14	23016543	23035230	q11.2	PSMB5	1	0	0	0.292587188352545	1.06872642231408e-16
ENSG00000100813	14	23058564	23095614	q11.2	ACIN1	1	0	0	0.187981515605594	3.70298207668105e-15
ENSG00000100815	14	91965991	92040896	q32.12	TRIP11	0	0	0	0.337199976636538	1.26045723059168e-20
ENSG00000100823	14	20455191	20457772	q11.2	APEX1	1	0	0	0.0224466596470059	0.477554954400107
ENSG00000100865	14	102341102	102362916	q32.31	CINP	1	0	0	0.0226747749075591	0.492652441722898
ENSG00000100883	14	34981957	35029567	q13.2	SRP54	1	0	0	0.835218488739439	7.1081053924987e-75
ENSG00000100888	14	21385194	21456126	q11.2	CHD8	1	0	0	0.357499868555407	9.82045900289612e-32
ENSG00000100897	14	24114195	24125242	q12	DCAF11	1	0	0	0.183455575398173	4.68194607561948e-08
ENSG00000100902	14	35278633	35317493	q13.2	PSMA6	1	0	0	0.603329881494517	1.44625689158768e-38
ENSG00000100911	14	24143362	24147570	q12	PSME2	0	0	0	0.608084053642194	1.50573622068845e-57
ENSG00000100938	14	24232422	24239242	q12	GMPR2	1	0	0	0.0953573502320888	0.0026504444077641
ENSG00000100949	14	24265538	24271739	q12	RABGGTA	1	0	0	-0.20784615188525	1.069255664201e-10
ENSG00000100991	20	35002404	35092871	q11.22	TRPC4AP	1	0	0	0.233241132108612	6.34067900195852e-11
ENSG00000101126	20	50888916	50931421	q13.13	ADNP	1	1	0	0.50975403495378	4.43699312909542e-59
ENSG00000101138	20	56392371	56406369	q13.2	CSTF1	1	0	0	0.331783765522203	4.08181129415948e-17
ENSG00000101146	20	57351010	57379211	q13.31	RAE1	0	0	0	0.647721298219393	6.88874182102144e-42
ENSG00000101150	20	63865228	63891545	q13.33	TPD52L2	1	0	1	-0.00313796836043024	0.928649269967448
ENSG00000101152	20	63895182	63936031	q13.33	DNAJC5	1	0	1	0.331831093416302	9.05905596791808e-19
ENSG00000101166	20	59033145	59042909	q13.32	PRELID3B	0	0	0	0.269697477971155	1.40391442685877e-09
ENSG00000101181	20	62183029	62203568	q13.33	MTG2	0	0	1	0.418527072080671	1.72577758816834e-28
ENSG00000101182	20	62136735	62143440	q13.33	PSMA7	1	0	1	0.0303211525615153	0.413108114718137
ENSG00000101189	20	62796453	62801738	q13.33	MRGBP	0	0	1	0.0957537900994757	0.00617938530573689
ENSG00000101191	20	62877738	62937952	q13.33	DIDO1	1	0	1	0.216051999513844	2.87209609631792e-11
ENSG00000101193	20	62938119	62948475	q13.33	GID8	1	0	1	0.2460829343031	1.16674093503424e-12
ENSG00000101199	20	63272785	63289793	q13.33	ARFGAP1	0	0	1	0.624262101326341	1.23483001708471e-66
ENSG00000101216	20	63587602	63627041	q13.33	GMEB2	0	1	1	0.254673440490914	1.02530355286759e-15
ENSG00000101220	20	3753508	3768387	p13	C20orf27	0	0	1	-0.348631263686435	1.31912594861437e-13
ENSG00000101246	20	63698642	63708025	q13.33	ARFRP1	1	0	1	0.0642692732026225	0.0859620429248515
ENSG00000101247	20	13784950	13821582	p12.1	NDUFAF5	0	0	0	-0.118617283862453	0.00786604351357236
ENSG00000101266	20	472498	543835	p13	CSNK2A1	0	0	1	0.341263294361197	3.63844046300186e-14
ENSG00000101310	20	18507482	18561415	p11.23	SEC23B	0	0	0	0.781851481609843	1.8174525372487e-69
ENSG00000101343	20	20034368	20056046	p11.23	CRNKL1	1	0	0	0.791230885376807	1.06022211051848e-57
ENSG00000101361	20	2652145	2658393	p13	NOP56	1	0	1	0.171128117458002	2.83396639130777e-06
ENSG00000101365	20	2658395	2664219	p13	IDH3B	1	0	1	-0.247308220352133	1.02673117413917e-11
ENSG00000101367	20	32819893	32850405	q11.21	MAPRE1	0	0	0	0.105351192287108	0.00103024993195107
ENSG00000101391	20	33358839	33401561	q11.21	CDK5RAP1	1	0	0	0.318387601151285	7.23813100270232e-17
ENSG00000101421	20	33811304	33854366	q11.22	CHMP4B	1	0	0	0.607390884003193	3.46246455612515e-70
ENSG00000101447	20	38926312	38953106	q11.23	FAM83D	0	0	0	1.62962963889043	5.93350230899901e-132
ENSG00000101473	20	45841721	45857406	q13.12	ACOT8	1	0	0	0.309622926738597	1.66012033145566e-17
ENSG00000101474	20	24962925	24992979	p11.21	APMAP	0	0	0	0.186825298512377	2.68864374942652e-05
ENSG00000101546	18	80034358	80046397	q23	RBFA	1	0	1	0.00812938492921287	0.849072153643926
ENSG00000101557	18	158383	214629	p11.32	USP14	1	0	1	0.789923532841786	4.91436451915199e-34
ENSG00000101558	18	9914002	9960021	p11.22	VAPA	1	0	0	0.0428332787430502	0.387041774318753
ENSG00000101574	18	2537525	2571509	p11.32	METTL4	0	0	1	-0.00109378310247934	0.979742584509421
ENSG00000101608	18	3247481	3256236	p11.31	MYL12A	0	0	0	-0.699421879062651	3.49649330108581e-39
ENSG00000101624	18	12661833	12702777	p11.21	CEP76	0	0	0	0.18581365411838	0.000210497898811866
ENSG00000101639	18	12991362	13125052	p11.21	CEP192	0	0	0	0.0610599402278318	0.173008701894145
ENSG00000101654	18	13726660	13764558	p11.21	RNMT	0	0	0	-0.0239404064924832	0.580562235554748
ENSG00000101745	18	9136228	9285985	p11.22	ANKRD12	0	0	0	0.0386208054098987	0.394311249253814
ENSG00000101751	18	54269404	54321266	q21.2	POLI	0	0	0	0.0868692387148805	0.0429046189213678
ENSG00000101752	18	21704957	21870957	q11.2	MIB1	1	0	0	0.40912202860297	3.72827545650546e-22
ENSG00000101782	18	23452823	23486603	q11.2	RIOK3	1	0	0	-0.0816172481933617	0.0406303981787201
ENSG00000101811	X	100820359	100840932	q22.1	CSTF2	0	0	0	0.863002400031156	3.88053932138904e-79
ENSG00000102030	X	153929242	153935223	q28	NAA10	1	0	1	0.000552426485122397	0.987156712543285
ENSG00000102038	X	129446501	129523500	q26.1	SMARCA1	0	0	0	-0.44022258577096	2.42205312712822e-05
ENSG00000102054	X	16839283	16870414	p22.2	RBBP7	1	0	0	0.665133456287835	4.12366597900728e-23
ENSG00000102178	X	154483717	154486670	q28	UBL4A	1	0	1	0.0745330263459194	0.0288344357871971
ENSG00000102181	X	150766337	150898816	q28	CD99L2	1	0	1	-0.433876310953417	4.79734920000938e-18
ENSG00000102316	X	54807599	54816012	p11.21	MAGED2	0	0	0	1.54311156964054	3.49199224813662e-87
ENSG00000102401	X	101622797	101627843	q22.1	ARMCX3	1	0	0	-0.139717554397769	0.00436761399403959
ENSG00000102471	13	79481124	79556075	q31.1	NDFIP2	0	0	0	0.266266617144779	2.68753578083262e-09
ENSG00000102572	13	98445185	98577940	q32.2	STK24	0	0	0	0.0992473960196554	0.0114410810400988
ENSG00000102580	13	95677139	95794989	q32.1	DNAJC3	1	0	0	0.261899637781344	6.19985169103903e-09
ENSG00000102595	13	95801580	96053482	q32.1	UGGT2	0	0	0	0.330609796389612	5.23693872909978e-10
ENSG00000102606	13	111114559	111305737	q34	ARHGEF7	0	0	1	-0.200157994362416	4.30936957126615e-07
ENSG00000102738	13	40729135	40771173	q14.11	MRPS31	1	0	0	-0.28042445003075	4.34781865048597e-12
ENSG00000102743	13	40789412	40810111	q14.11	SLC25A15	0	0	0	0.513421110085913	1.30373426222697e-33
ENSG00000102755	13	28300344	28495145	q12.3	FLT1	0	0	0	-0.384041278344597	1.69467532012573e-17
ENSG00000102763	13	41566837	41961120	q14.11	VWA8	0	0	0	0.296485782390146	6.48318320902613e-08
ENSG00000102780	13	42040036	42256578	q14.11	DGKH	0	0	0	-0.00327500402674036	0.966200868969949
ENSG00000102786	13	51354077	51454264	q14.3	INTS6	0	0	0	0.38826447880958	4.60742036194723e-19
ENSG00000102796	13	51767993	51804157	q14.3	DHRS12	1	0	0	-0.441521919593075	1.14443859350374e-23
ENSG00000102805	13	76990660	77019143	q22.3	CLN5	0	0	0	-0.104414737567907	0.0322188452667526
ENSG00000102858	16	4616493	4690974	p13.3	MGRN1	1	0	1	0.921985865953181	8.80518630758056e-138
ENSG00000102870	16	30778449	30787202	p11.2	ZNF629	0	1	0	0.424034835051441	1.01301162696017e-29
ENSG00000102882	16	30114105	30123506	p11.2	MAPK3	0	0	0	-0.0946080509251696	0.00470782089783116
ENSG00000102893	16	47461123	47701523	q12.1	PHKB	1	0	0	0.0069526220060616	0.899787871808993
ENSG00000102900	16	56730105	56850286	q13	NUP93	0	0	0	0.260291032780659	1.22573488371829e-13
ENSG00000102901	16	67828157	67847811	q22.1	CENPT	1	1	0	-0.625603810955158	1.77867544133485e-90
